tick,worker_id,origin_lot_id,budget,sampled_count,chosen_firm_id,chosen_firm_type,chosen_price,chosen_score,best_sampled_firm_id,best_sampled_score,best_global_firm_id,best_global_score,best_global_price,better_unsampled_count,affordable_global_count
3,1171,1377,3.6507860551155247,8,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
3.0,1172.0,840.0,8.628327857457506,11.0,35.0,3.0,5.2261668491840565,0.08510176203904667,35.0,0.08510176203904667,54.0,0.10975053372905179,4.052426830776183,33.0,118.0
3,1172,840,3.40216100827345,8,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
3.0,1173.0,1565.0,9.281407801203015,8.0,79.0,1.0,5.504561494103073,0.07623730674574467,79.0,0.07623730674574467,7.0,0.11056643693277382,3.7954821984713702,64.0,118.0
3,1173,1565,3.776846307099942,11,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
3.0,1174.0,617.0,9.285483890306676,8.0,98.0,1.0,5.002758438247546,0.0877999265004941,98.0,0.0877999265004941,7.0,0.11572754137926552,3.7954821984713702,32.0,118.0
3,1174,617,4.28272545205913,11,,,NaN,-Inf,,-Inf,7,0.11572754137926552,3.7954821984713702,0,17
3.0,1175.0,1482.0,8.459109471117081,10.0,76.0,2.0,4.592085332158539,0.09647356129096601,76.0,0.09647356129096601,54.0,0.11699443324978344,4.052426830776183,34.0,118.0
3,1175,1482,3.8670241389585422,11,,,NaN,-Inf,,-Inf,17,0.11524782913841981,3.844018833649825,0,4
3,1176,1359,8.721143881642066,8,,,NaN,-Inf,,-Inf,7,0.1018350620329465,3.7954821984713702,0,118
3,1177,1018,9.550458551218336,9,,,NaN,-Inf,,-Inf,7,0.10290349507205311,3.7954821984713702,0,118
3.0,1178.0,1493.0,7.3484934813238105,10.0,23.0,2.0,4.602373143259934,0.09349538097953214,23.0,0.09349538097953214,17.0,0.11194030233990604,3.844018833649825,18.0,118.0
3,1178,1493,2.746120338063877,10,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
3,1179,523,7.365618658734292,9,,,NaN,-Inf,,-Inf,17,0.1323224011701985,3.844018833649825,0,118
3.0,1180.0,1451.0,9.254980468232649,11.0,96.0,2.0,5.253016359460247,0.021641789942305,96.0,0.021641789942305,54.0,0.1391717821484722,4.052426830776183,107.0,118.0
3,1180,1451,4.001964108772402,11,,,NaN,-Inf,,-Inf,7,0.08492514059201282,3.7954821984713702,0,5
3.0,1181.0,369.0,8.014176537794205,8.0,23.0,2.0,4.602373143259934,0.047737467613962414,23.0,0.047737467613962414,54.0,0.16116668466312611,4.052426830776183,58.0,118.0
3,1181,369,3.411803394534271,10,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
3.0,1182.0,523.0,8.792595132760333,10.0,100.0,1.0,5.565958746934576,0.05604020079651416,100.0,0.05604020079651416,54.0,0.09403812822476078,4.052426830776183,110.0,118.0
3,1182,523,3.226636385825757,9,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
3.0,1183.0,1256.0,7.460838001760061,10.0,35.0,3.0,5.2261668491840565,0.0706888432485983,35.0,0.0706888432485983,7.0,0.10511941942585545,3.7954821984713702,62.0,118.0
3,1183,1256,2.234671152576005,8,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
3.0,1184.0,317.0,9.315465753918774,9.0,55.0,1.0,4.727487618638091,0.144018275503494,55.0,0.144018275503494,7.0,0.1793829028033875,3.7954821984713702,16.0,118.0
3,1184,317,4.587978135280683,8,,,NaN,-Inf,,-Inf,7,0.1793829028033875,3.7954821984713702,0,40
3.0,1185.0,1274.0,7.6675224127222705,8.0,9.0,3.0,5.726727578914188,0.03115879266243557,9.0,0.03115879266243557,7.0,0.12465572188621131,3.7954821984713702,115.0,118.0
3,1185,1274,1.9407948338080825,9,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
3,1186,1277,8.318407531776565,9,,,NaN,-Inf,,-Inf,7,0.11870422646177049,3.7954821984713702,0,118
3.0,1187.0,890.0,8.743330417258784,8.0,25.0,3.0,5.202496193882,0.062478413134308984,25.0,0.062478413134308984,7.0,0.10677896607141393,3.7954821984713702,71.0,118.0
3,1187,890,3.540834223376784,13,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
3.0,1188.0,279.0,8.319041200973649,13.0,111.0,2.0,5.283326816427743,0.08337680624070445,111.0,0.08337680624070445,17.0,0.11459541051763282,3.844018833649825,35.0,118.0
3,1188,279,3.035714384545906,10,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
3.0,1189.0,121.0,8.103696234481749,10.0,74.0,2.0,4.802498931918161,0.08919810353642584,74.0,0.08919810353642584,17.0,0.11143904738782917,3.844018833649825,23.0,118.0
3,1189,121,3.3011973025635877,9,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
3.0,1190.0,365.0,9.013325457537116,9.0,44.0,2.0,5.727600267744978,0.07216679760203347,44.0,0.07216679760203347,17.0,0.10752875757251257,3.844018833649825,51.0,118.0
3,1190,365,3.285725189792138,9,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
3.0,1191.0,177.0,7.38389938669659,10.0,105.0,1.0,4.642699108259439,0.0842589647643032,105.0,0.0842589647643032,54.0,0.11851026203831035,4.052426830776183,50.0,118.0
3,1191,177,2.7412002784371508,10,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
3,1192,1545,8.346289756246305,11,,,NaN,-Inf,,-Inf,7,0.16488265518847214,3.7954821984713702,0,118
3.0,1193.0,723.0,8.785326396803429,10.0,96.0,2.0,5.253016359460247,0.0850608180180782,96.0,0.0850608180180782,17.0,0.11623925062140833,3.844018833649825,30.0,118.0
3,1193,723,3.5323100373431817,10,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
3,1194,817,8.303171994626156,10,,,NaN,-Inf,,-Inf,17,0.09794668087362123,3.844018833649825,0,118
3,1195,221,7.883815466933268,8,,,NaN,-Inf,,-Inf,54,0.11011909665694848,4.052426830776183,0,118
3,1196,579,9.45108976654588,8,,,NaN,-Inf,,-Inf,17,0.1678096575957094,3.844018833649825,0,118
3,1197,181,7.656578729755749,8,,,NaN,-Inf,,-Inf,54,0.1486629800026931,4.052426830776183,0,118
3.0,1198.0,1534.0,9.011176363123475,11.0,56.0,1.0,5.0850883710899915,0.05019796430506031,56.0,0.05019796430506031,17.0,0.12000395071549971,3.844018833649825,100.0,118.0
3,1198,1534,3.9260879920334837,9,,,NaN,-Inf,,-Inf,17,0.12000395071549971,3.844018833649825,0,5
3.0,1199.0,1271.0,7.494478373568089,13.0,35.0,3.0,5.2261668491840565,0.11701515257542265,35.0,0.11701515257542265,54.0,0.1509072801999874,4.052426830776183,28.0,118.0
3,1199,1271,2.268311524384033,11,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
3.0,1200.0,64.0,9.555814377519928,11.0,109.0,2.0,4.215984877159231,0.07133667542757936,109.0,0.07133667542757936,7.0,0.15791133952454295,3.7954821984713702,43.0,118.0
3.0,1200.0,64.0,5.339829500360697,9.0,98.0,1.0,5.002758438247546,0.11980384132081379,98.0,0.11980384132081379,7.0,0.15791133952454295,3.7954821984713702,20.0,96.0
3,1200,64,0.33707106211315097,11,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
3,1201,447,8.265473134616153,9,,,NaN,-Inf,,-Inf,7,0.1642826659911569,3.7954821984713702,0,118
3.0,1202.0,1103.0,8.299296948340553,10.0,52.0,3.0,4.960627449350201,0.06471448078824485,52.0,0.06471448078824485,17.0,0.1422460646370201,3.844018833649825,60.0,118.0
3,1202,1103,3.3386694989903516,8,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
3,1203,668,8.102534018121721,10,,,NaN,-Inf,,-Inf,7,0.1436181816377319,3.7954821984713702,0,118
3.0,1204.0,162.0,7.5121384521678625,9.0,85.0,1.0,4.491990095275938,0.18103917945487624,85.0,0.18103917945487624,7.0,0.21426162960155992,3.7954821984713702,11.0,118.0
3,1204,162,3.0201483568919247,11,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
3,1205,105,9.730793029562706,9,,,NaN,-Inf,,-Inf,17,0.12430950955699296,3.844018833649825,0,118
3,1206,1047,9.820764754594547,11,,,NaN,-Inf,,-Inf,7,0.17305957347097006,3.7954821984713702,0,118
3,1207,1205,8.602754884305634,8,,,NaN,-Inf,,-Inf,54,0.1359634490149328,4.052426830776183,0,118
3,1208,895,10.060998254916555,8,,,NaN,-Inf,,-Inf,54,0.1119707211478185,4.052426830776183,0,118
3.0,1209.0,1324.0,8.441558476239855,12.0,30.0,2.0,5.0688609364711015,0.016657814776019984,30.0,0.016657814776019984,54.0,0.1896401983335125,4.052426830776183,104.0,118.0
3,1209,1324,3.3726975397687537,8,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
3.0,1210.0,866.0,8.740066514651982,8.0,78.0,1.0,5.042706781926045,0.16663502851443088,78.0,0.16663502851443088,7.0,0.22139257792714392,3.7954821984713702,23.0,118.0
3,1210,866,3.6973597327259373,8,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
3,1212,161,8.238139496391211,10,,,NaN,-Inf,,-Inf,54,0.15543620597382227,4.052426830776183,0,118
3.0,1213.0,600.0,7.746419016438757,10.0,49.0,1.0,4.160853686922727,0.005831547565696194,49.0,0.005831547565696194,54.0,0.15594776127457996,4.052426830776183,84.0,118.0
3,1213,600,3.5855653295160304,11,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
3,1214,1257,9.480943534236335,10,,,NaN,-Inf,,-Inf,7,0.1508158609399041,3.7954821984713702,0,118
3.0,1215.0,191.0,8.720802629441865,11.0,49.0,1.0,4.160853686922727,0.11072114875196193,49.0,0.11072114875196193,7.0,0.12137970247639816,3.7954821984713702,3.0,118.0
3,1215,191,4.559948942519138,8,,,NaN,-Inf,,-Inf,7,0.12137970247639816,3.7954821984713702,0,40
3,1216,1345,7.963891701403863,8,,,NaN,-Inf,,-Inf,17,0.1592778316051549,3.844018833649825,0,118
3,1217,765,8.431308065272168,8,,,NaN,-Inf,,-Inf,7,0.09060971328332779,3.7954821984713702,0,118
3.0,1219.0,753.0,8.066933353916333,10.0,65.0,3.0,5.824624541341027,0.05229943281645853,65.0,0.05229943281645853,17.0,0.12729061471018926,3.844018833649825,81.0,118.0
3,1219,753,2.242308812575306,8,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
3.0,1220.0,637.0,8.903255813336232,8.0,79.0,1.0,5.504561494103073,0.06123001820768127,79.0,0.06123001820768127,17.0,0.14955482586280222,3.844018833649825,72.0,118.0
3,1220,637,3.398694319233159,10,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
3,1221,359,9.016769731725656,10,,,NaN,-Inf,,-Inf,17,0.15845335630665228,3.844018833649825,0,118
3,1223,361,7.025825010244068,9,,,NaN,-Inf,,-Inf,54,0.13665410361993144,4.052426830776183,0,118
3,1224,985,8.655261673901226,10,,,NaN,-Inf,,-Inf,7,0.12471945584967407,3.7954821984713702,0,118
3,1225,1329,9.393639179641886,8,,,NaN,-Inf,,-Inf,7,0.1230070896715076,3.7954821984713702,0,118
3,1227,80,8.377795928492967,11,,,NaN,-Inf,,-Inf,7,0.13653386248320631,3.7954821984713702,0,118
3.0,1228.0,131.0,8.319132163486273,10.0,114.0,3.0,4.772081643248452,0.09165291193679764,114.0,0.09165291193679764,7.0,0.11043538783018655,3.7954821984713702,27.0,118.0
3,1228,131,3.5470505202378213,10,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
3.0,1229.0,451.0,8.447999048560382,8.0,45.0,3.0,5.048734353382165,0.01964548876141901,45.0,0.01964548876141901,7.0,0.17179495684218593,3.7954821984713702,100.0,118.0
3,1229,451,3.399264695178217,11,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
3.0,1230.0,367.0,8.340112013851668,10.0,86.0,2.0,5.47612759412314,0.09143873702149383,86.0,0.09143873702149383,17.0,0.13026215860127235,3.844018833649825,49.0,118.0
3,1230,367,2.863984419728528,10,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
3.0,1231.0,1528.0,7.637100846182178,10.0,19.0,2.0,4.379372832270331,0.06311920598463246,19.0,0.06311920598463246,54.0,0.11843717716248235,4.052426830776183,55.0,118.0
3,1231,1528,3.257728013911847,9,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
3.0,1232.0,984.0,7.920403961555661,9.0,108.0,1.0,4.481856252329057,0.1333787393736568,108.0,0.1333787393736568,7.0,0.15749891732606439,3.7954821984713702,10.0,118.0
3,1232,984,3.4385477092266044,10,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
3,1233,615,7.489356427377976,8,,,NaN,-Inf,,-Inf,54,0.1962312967146442,4.052426830776183,0,118
3,1234,1493,7.681926657644605,8,,,NaN,-Inf,,-Inf,17,0.12045028206279142,3.844018833649825,0,118
3.0,1235.0,292.0,7.496314172480417,11.0,57.0,3.0,4.384941273319374,0.08882262839637561,57.0,0.08882262839637561,17.0,0.10360885668397425,3.844018833649825,22.0,118.0
3,1235,292,3.1113728991610436,9,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
3.0,1236.0,1269.0,9.659967966154525,9.0,99.0,1.0,4.3817657751577705,0.047330065283442205,99.0,0.047330065283442205,17.0,0.10285043157895868,3.844018833649825,88.0,118.0
3,1236,1269,5.278202190996755,8,,,NaN,-Inf,,-Inf,17,0.10285043157895868,3.844018833649825,0,90
3,1238,346,6.957805306038557,12,,,NaN,-Inf,,-Inf,17,0.20230438008775398,3.844018833649825,0,118
3.0,1239.0,1238.0,8.274139410380604,8.0,115.0,2.0,4.745278545242233,0.004151316059085761,115.0,0.004151316059085761,54.0,0.1283893742582143,4.052426830776183,97.0,118.0
3,1239,1238,3.5288608651383715,12,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
3.0,1240.0,558.0,7.528911791462395,9.0,30.0,2.0,5.0688609364711015,0.07469477580493672,30.0,0.07469477580493672,17.0,0.0984952071310796,3.844018833649825,34.0,118.0
3,1240,558,2.4600508549912936,8,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
3,1241,195,8.573102925691003,9,,,NaN,-Inf,,-Inf,17,0.1766350472121286,3.844018833649825,0,118
3,1242,1296,8.55256434472784,11,,,NaN,-Inf,,-Inf,7,0.1038295654108619,3.7954821984713702,0,118
3,1243,420,9.955306963984587,8,,,NaN,-Inf,,-Inf,54,0.12846191316858965,4.052426830776183,0,118
3,1245,1393,8.85008371766202,8,,,NaN,-Inf,,-Inf,7,0.16584050267754405,3.7954821984713702,0,118
3,1246,490,8.026266951503029,9,,,NaN,-Inf,,-Inf,7,0.21274939847338362,3.7954821984713702,0,118
3.0,1247.0,461.0,8.416126162135223,10.0,14.0,3.0,4.555773030877139,0.1589664315610451,14.0,0.1589664315610451,54.0,0.178711426994938,4.052426830776183,8.0,118.0
3,1247,461,3.8603531312580834,8,,,NaN,-Inf,,-Inf,7,0.046246293744913326,3.7954821984713702,0,4
3.0,1248.0,1192.0,9.11663881404516,8.0,90.0,3.0,4.237333817318958,0.09090815203921747,90.0,0.09090815203921747,7.0,0.10916505708968202,3.7954821984713702,17.0,118.0
3,1248,1192,4.879304996726202,8,,,NaN,-Inf,,-Inf,7,0.10916505708968202,3.7954821984713702,0,60
3.0,1249.0,411.0,8.139572605725492,8.0,13.0,3.0,4.094188996402951,0.14777466377114745,13.0,0.14777466377114745,54.0,0.1492975512263834,4.052426830776183,2.0,118.0
3,1249,411,4.045383609322541,9,,,NaN,-Inf,,-Inf,17,0.06237353570761094,3.844018833649825,0,7
3,1250,56,9.09315541688291,9,,,NaN,-Inf,,-Inf,17,0.1765419451184096,3.844018833649825,0,118
3,1251,1179,7.941665351335328,8,,,NaN,-Inf,,-Inf,54,0.11484331284727571,4.052426830776183,0,118
3,1252,151,9.397313763004306,9,,,NaN,-Inf,,-Inf,17,0.14022065556657182,3.844018833649825,0,118
3,1253,1209,9.127536815118573,8,,,NaN,-Inf,,-Inf,7,0.1424411973049531,3.7954821984713702,0,118
3,1254,162,8.06419991683296,10,,,NaN,-Inf,,-Inf,17,0.13939451786138457,3.844018833649825,0,118
3.0,1255.0,1153.0,8.391716154401344,10.0,30.0,2.0,5.0688609364711015,0.09359610988216371,30.0,0.09359610988216371,17.0,0.12341918333862534,3.844018833649825,27.0,118.0
3,1255,1153,3.3228552179302424,8,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
3.0,1256.0,74.0,9.362640193888973,9.0,30.0,2.0,5.0688609364711015,0.060722216473793764,30.0,0.060722216473793764,54.0,0.12317961481024388,4.052426830776183,67.0,118.0
3.0,1256.0,74.0,4.293779257417872,10.0,49.0,1.0,4.160853686922727,0.04639219915014574,49.0,0.04639219915014574,54.0,0.12317961481024388,4.052426830776183,15.0,17.0
3,1257,583,8.829755630384245,8,,,NaN,-Inf,,-Inf,54,0.1306066263045912,4.052426830776183,0,117
3.0,1259.0,1248.0,8.08121618132771,8.0,63.0,2.0,4.350292847636157,0.10092396347925439,63.0,0.10092396347925439,17.0,0.11421608880673052,3.844018833649825,9.0,117.0
3,1259,1248,3.7309233336915524,11,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
3,1260,67,7.478344022184933,12,,,NaN,-Inf,,-Inf,17,0.12714193894382278,3.844018833649825,0,117
3.0,1261.0,1104.0,8.78645142068602,10.0,119.0,3.0,4.975219430068991,0.032244819826198395,119.0,0.032244819826198395,7.0,0.15938532198906954,3.7954821984713702,98.0,117.0
3,1261,1104,3.8112319906170296,9,,,NaN,-Inf,,-Inf,7,0.15938532198906954,3.7954821984713702,0,1
3,1262,621,8.994623803769747,11,,,NaN,-Inf,,-Inf,7,0.13758507240176268,3.7954821984713702,0,117
3,1263,635,7.500501824946361,11,,,NaN,-Inf,,-Inf,7,0.1880944032253732,3.7954821984713702,0,117
3.0,1264.0,971.0,7.87894184329793,11.0,33.0,1.0,5.494330441278654,0.01831742972589908,33.0,0.01831742972589908,17.0,0.13329060379263782,3.844018833649825,110.0,117.0
3,1264,971,2.384611402019276,8,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
3.0,1265.0,1246.0,9.285861843756706,8.0,59.0,2.0,4.378952878837747,0.05699873435548522,59.0,0.05699873435548522,7.0,0.0998139151457417,3.7954821984713702,88.0,117.0
3,1265,1246,4.906908964918959,8,,,NaN,-Inf,,-Inf,7,0.0998139151457417,3.7954821984713702,0,61
3,1266,1419,8.476214335798696,9,,,NaN,-Inf,,-Inf,17,0.14447670279445307,3.844018833649825,0,117
3.0,1267.0,221.0,7.987194326034677,12.0,74.0,2.0,4.802498931918161,0.021134349076671076,74.0,0.021134349076671076,7.0,0.13182141097185066,3.7954821984713702,100.0,117.0
3,1267,221,3.184695394116516,11,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
3.0,1268.0,989.0,8.647287614646114,8.0,115.0,2.0,4.745278545242233,0.037150728658877474,115.0,0.037150728658877474,7.0,0.1433597358102884,3.7954821984713702,97.0,117.0
3,1268,989,3.9020090694038814,8,,,NaN,-Inf,,-Inf,7,0.1433597358102884,3.7954821984713702,0,5
3,1269,416,8.101705869139895,11,,,NaN,-Inf,,-Inf,7,0.14351516989827234,3.7954821984713702,0,117
3.0,1270.0,191.0,8.216256156421254,10.0,50.0,2.0,4.02236174965792,0.07157717070589802,50.0,0.07157717070589802,54.0,0.10790779714133683,4.052426830776183,44.0,117.0
3,1270,191,4.193894406763334,12,,,NaN,-Inf,,-Inf,54,0.10790779714133683,4.052426830776183,0,11
3.0,1271.0,310.0,7.668949621246708,9.0,78.0,1.0,5.042706781926045,0.08585065445434695,78.0,0.08585065445434695,54.0,0.13958742967012677,4.052426830776183,63.0,117.0
3,1271,310,2.626242839320663,10,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
3,1272,870,8.046022248623414,8,,,NaN,-Inf,,-Inf,7,0.10688542323816706,3.7954821984713702,0,117
3.0,1273.0,662.0,8.297621884198046,8.0,7.0,1.0,3.7954821984713702,0.013790774237618991,7.0,0.013790774237618991,17.0,0.14343239426310259,3.844018833649825,80.0,117.0
3,1273,662,4.502139685726675,12,,,NaN,-Inf,,-Inf,17,0.14343239426310259,3.844018833649825,0,36
3,1274,666,7.565393049832616,10,,,NaN,-Inf,,-Inf,7,0.1322484367954359,3.7954821984713702,0,117
3,1275,1468,8.480939564040971,11,,,NaN,-Inf,,-Inf,7,0.13688689004642915,3.7954821984713702,0,117
3,1276,1561,8.639988503034337,10,,,NaN,-Inf,,-Inf,7,0.1481740983637776,3.7954821984713702,0,117
3.0,1277.0,739.0,9.20471972949501,9.0,43.0,2.0,3.8931444773342423,0.08392155373304039,43.0,0.08392155373304039,54.0,0.09471511113686056,4.052426830776183,11.0,117.0
3.0,1277.0,739.0,5.311575252160766,12.0,3.0,3.0,4.0868100456857634,0.0939182524659171,3.0,0.0939182524659171,54.0,0.09471511113686056,4.052426830776183,1.0,93.0
3,1277,739,1.224765206475003,8,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
3.0,1278.0,416.0,7.226396268849275,9.0,14.0,3.0,4.555773030877139,0.11945743377788595,14.0,0.11945743377788595,54.0,0.1342950725254297,4.052426830776183,8.0,117.0
3,1278,416,2.6706232379721353,10,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
3.0,1279.0,210.0,8.308276248624443,10.0,33.0,1.0,5.494330441278654,0.09607840683683827,33.0,0.09607840683683827,7.0,0.139082858996362,3.7954821984713702,30.0,117.0
3,1279,210,2.813945807345789,9,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
3.0,1280.0,346.0,7.049939720726776,12.0,95.0,3.0,5.649789074465125,0.13463463962861566,95.0,0.13463463962861566,54.0,0.18770414563477988,4.052426830776183,35.0,117.0
3,1280,346,1.4001506462616513,8,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
3,1281,623,9.360910858772446,8,,,NaN,-Inf,,-Inf,7,0.12625097106487299,3.7954821984713702,0,117
3,1282,536,8.064201761584462,9,,,NaN,-Inf,,-Inf,7,0.09314903029262497,3.7954821984713702,0,117
3.0,1283.0,1059.0,8.35004604012608,12.0,104.0,1.0,4.90115641412482,0.009476869579471232,104.0,0.009476869579471232,17.0,0.14599578197441726,3.844018833649825,98.0,117.0
3,1283,1059,3.448889626001259,8,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
3.0,1285.0,1541.0,8.52161425609881,10.0,63.0,2.0,4.350292847636157,0.1290903955954767,63.0,0.1290903955954767,17.0,0.14609216264539307,3.844018833649825,9.0,117.0
3,1285,1541,4.171321408462652,9,,,NaN,-Inf,,-Inf,17,0.14609216264539307,3.844018833649825,0,11
3,1286,625,8.811928168085256,8,,,NaN,-Inf,,-Inf,54,0.13044013976042512,4.052426830776183,0,117
3.0,1287.0,130.0,8.056409278935643,9.0,104.0,1.0,4.90115641412482,0.13931015374551559,104.0,0.13931015374551559,7.0,0.1798930459633135,3.7954821984713702,18.0,117.0
3,1287,130,3.155252864810823,9,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
3.0,1288.0,199.0,7.7248980573951656,8.0,92.0,2.0,5.15052085783271,0.021713889557030155,92.0,0.021713889557030155,7.0,0.21856758148584984,3.7954821984713702,65.0,117.0
3,1288,199,2.5743771995624556,10,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
3,1289,1411,9.385948555137341,8,,,NaN,-Inf,,-Inf,54,0.16542719477258302,4.052426830776183,0,117
3,1290,1137,8.369415855115912,8,,,NaN,-Inf,,-Inf,54,0.20000241493634788,4.052426830776183,0,117
3.0,1291.0,181.0,8.314470115583807,8.0,118.0,1.0,4.462240609944255,0.09656075130695664,118.0,0.09656075130695664,7.0,0.11352373250022499,3.7954821984713702,18.0,117.0
3,1291,181,3.852229505639553,8,,,NaN,-Inf,,-Inf,7,0.11352373250022499,3.7954821984713702,0,3
3,1292,525,10.209357110141056,9,,,NaN,-Inf,,-Inf,7,0.13357439119111958,3.7954821984713702,0,117
3,1294,1131,8.213824241516495,8,,,NaN,-Inf,,-Inf,54,0.13848619079730576,4.052426830776183,0,117
3,1295,270,7.79361260131622,10,,,NaN,-Inf,,-Inf,17,0.12762177491478555,3.844018833649825,0,117
3.0,1296.0,447.0,7.402798093730542,9.0,72.0,1.0,5.739082478633662,0.020553772392195226,72.0,0.020553772392195226,17.0,0.19059096888713833,3.844018833649825,114.0,117.0
3,1296,447,1.66371561509688,8,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
3.0,1297.0,1262.0,8.982180372480334,8.0,63.0,2.0,4.350292847636157,0.028955928229163465,63.0,0.028955928229163465,54.0,0.14771424215081894,4.052426830776183,86.0,117.0
3,1297,1262,4.631887524844177,8,,,NaN,-Inf,,-Inf,54,0.14771424215081894,4.052426830776183,0,44
3,1298,1079,7.979431155890418,8,,,NaN,-Inf,,-Inf,7,0.14447509976254969,3.7954821984713702,0,117
3.0,1299.0,221.0,8.434537981757074,12.0,40.0,2.0,5.6531199625415365,0.005006196931321062,40.0,0.005006196931321062,54.0,0.12453056483371387,4.052426830776183,115.0,117.0
3,1299,221,2.781418019215538,9,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
3,1300,1428,9.609485035743173,11,,,NaN,-Inf,,-Inf,17,0.1447895810781133,3.844018833649825,0,117
3.0,1301.0,53.0,8.432341432438351,10.0,78.0,1.0,5.042706781926045,0.05137024189782488,78.0,0.05137024189782488,17.0,0.11924139343857124,3.844018833649825,96.0,117.0
3,1301,53,3.3896346505123063,11,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
3,1303,949,9.254116417248156,11,,,NaN,-Inf,,-Inf,7,0.18569275182920858,3.7954821984713702,0,117
3.0,1304.0,346.0,7.79960555052991,9.0,11.0,3.0,4.521997485066405,0.0803969223881514,11.0,0.0803969223881514,17.0,0.09403121268031325,3.844018833649825,23.0,117.0
3,1304,346,3.2776080654635056,9,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
3,1305,67,8.134234950638303,8,,,NaN,-Inf,,-Inf,54,0.12277510503801752,4.052426830776183,0,117
3.0,1306.0,979.0,9.213881695733754,11.0,104.0,1.0,4.90115641412482,0.05391661991082487,104.0,0.05391661991082487,54.0,0.1274070897860891,4.052426830776183,62.0,117.0
3,1306,979,4.312725281608934,9,,,NaN,-Inf,,-Inf,54,0.1274070897860891,4.052426830776183,0,18
3,1307,1318,9.348922065207795,11,,,NaN,-Inf,,-Inf,17,0.14015001002418395,3.844018833649825,0,117
3,1308,996,9.348415472860504,11,,,NaN,-Inf,,-Inf,7,0.12261545855918192,3.7954821984713702,0,117
3,1309,1450,8.560645494010995,8,,,NaN,-Inf,,-Inf,7,0.11501371193430368,3.7954821984713702,0,117
3,1310,1528,7.377595708126274,10,,,NaN,-Inf,,-Inf,17,0.11651368180037591,3.844018833649825,0,117
3.0,1311.0,1479.0,8.171534354759276,10.0,94.0,1.0,5.860642433392311,0.09705271002477409,94.0,0.09705271002477409,7.0,0.14986007071143445,3.7954821984713702,36.0,117.0
3,1311,1479,2.3108919213669648,9,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
3.0,1312.0,1576.0,8.555796948842879,10.0,20.0,3.0,5.1111464103321635,0.016131637184369094,20.0,0.016131637184369094,7.0,0.23861048958074813,3.7954821984713702,61.0,117.0
3,1312,1576,3.4446505385107153,8,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
3.0,1313.0,95.0,8.127940442058339,8.0,91.0,2.0,4.3981275939466045,0.011567466753067178,91.0,0.011567466753067178,54.0,0.12193427584789476,4.052426830776183,91.0,117.0
3,1313,95,3.7298128481117345,10,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
